Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	Desc	Code	Tool	Community	Community Size	Community Rep	Seq length (aa)	Taxonomy	Taxonomy detail
UniRef100_A0A7C9JB03	nan	384-397	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	398-793	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	794-814	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	815-822	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	823-843	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	844-870	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	871-891	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	892-900	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	901-917	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	918-928	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	929-944	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	945-962	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	963-977	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	978-1005	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_K9YF95	nan	1-156	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	157-172	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	173-175	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	176-196	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	197-340	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	341-358	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	359-372	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	373-388	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	389-784	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	785-805	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	806-813	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	814-832	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	833-860	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	861-881	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	882-890	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	891-908	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	909-926	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	927-944	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	945-961	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	962-977	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	nan	978-987	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_A0A3B9K9P8	nan	1-448	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C710	8	UniRef100_A0A6G3LKZ2	448	Bacillota	Bacillota
UniRef100_A0A845R8M2	nan	1-107	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C396	5	UniRef100_A0A3D2YH28	107	Bacillota	Bacillota
UniRef100_B9E3D7	nan	1-370	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C369	7	UniRef100_A0A267MLA1	437	Bacillota	Bacillota
UniRef100_B9E3D7	nan	371-385	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C369	7	UniRef100_A0A267MLA1	437	Bacillota	Bacillota
UniRef100_B9E3D7	nan	386-392	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C369	7	UniRef100_A0A267MLA1	437	Bacillota	Bacillota
UniRef100_B9E3D7	nan	393-408	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C369	7	UniRef100_A0A267MLA1	437	Bacillota	Bacillota
UniRef100_B9E3D7	nan	409-437	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C369	7	UniRef100_A0A267MLA1	437	Bacillota	Bacillota
UniRef100_A0A2U3JXM1	nan	1-135	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	135	Proteobacteria	Proteobacteria
UniRef100_A0A177N0G5	nan	1-204	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C487	47	UniRef100_H8GQW7	204	Proteobacteria	Proteobacteria
UniRef100_A0A833GQF9	nan	1-143	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C487	47	UniRef100_H8GQW7	196	Proteobacteria	Proteobacteria
UniRef100_A0A833GQF9	nan	144-164	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C487	47	UniRef100_H8GQW7	196	Proteobacteria	Proteobacteria
UniRef100_A0A833GQF9	nan	165-177	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C487	47	UniRef100_H8GQW7	196	Proteobacteria	Proteobacteria
UniRef100_A0A833GQF9	nan	178-190	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C487	47	UniRef100_H8GQW7	196	Proteobacteria	Proteobacteria
UniRef100_A0A833GQF9	nan	191-196	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C487	47	UniRef100_H8GQW7	196	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	1-117	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	118-133	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	134-166	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	167-178	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	179-239	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	240-258	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	259-262	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	263-283	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	284-350	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	351-368	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	369-383	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	384-399	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A0H4WM09	nan	400-679	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C520	6	UniRef100_E3FPA8	679	Proteobacteria	Proteobacteria
UniRef100_A0A7V8NHJ8	nan	1-218	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	219-236	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	237-269	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	270-287	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	288-344	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	345-365	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	366-368	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	369-387	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	388-458	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	459-470	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	471-489	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	490-507	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A7V8NHJ8	nan	508-837	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C499	3	UniRef100_A0A345HJ89	837	Actinomycetota	Actinomycetota
UniRef100_A0A4P6L982	nan	1-651	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C656	5	UniRef100_A0A4P7ZPZ1	720	Cyanobacteria	Cyanobacteria
UniRef100_A0A4P6L982	nan	652-668	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C656	5	UniRef100_A0A4P7ZPZ1	720	Cyanobacteria	Cyanobacteria
UniRef100_A0A4P6L982	nan	669-676	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C656	5	UniRef100_A0A4P7ZPZ1	720	Cyanobacteria	Cyanobacteria
UniRef100_A0A4P6L982	nan	677-695	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C656	5	UniRef100_A0A4P7ZPZ1	720	Cyanobacteria	Cyanobacteria
UniRef100_A0A4P6L982	nan	696-720	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C656	5	UniRef100_A0A4P7ZPZ1	720	Cyanobacteria	Cyanobacteria
UniRef100_A0A1C5CQR0	nan	1-134	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C381	4	UniRef100_A0A193BV58	134	Actinomycetota	Actinomycetota
UniRef100_A0A4Q0MTM2	nan	1-266	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	267-279	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	280-283	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	284-302	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	303-766	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	767-784	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	785-790	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	791-806	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	nan	807-984	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_K8GFC2	nan	1-200	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C477	2	UniRef100_A0A0X8WUE7	200	Cyanobacteria	Cyanobacteria
UniRef100_A0A350XDQ8	nan	1-334	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C687	7	UniRef100_A0ZAK5	334	Cyanobacteria	Cyanobacteria
UniRef100_A0A1U7I503	nan	1-395	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C331	17	UniRef100_Q8YVH2	395	Cyanobacteria	Cyanobacteria
UniRef100_A0A2G6L6E8	nan	1-113	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	137	Proteobacteria	Proteobacteria
UniRef100_A0A2G6L6E8	nan	114-129	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	137	Proteobacteria	Proteobacteria
UniRef100_A0A2G6L6E8	nan	130-137	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	137	Proteobacteria	Proteobacteria
UniRef100_B8EIK7	nan	1-101	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	101	Proteobacteria	Proteobacteria
UniRef100_A0A4R3KF44	nan	1-160	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C636	24	UniRef100_A0A1M4UKF2	160	Bacillota	Bacillota
UniRef100_H5Y3X1	nan	1-124	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	124	Bacillota	Bacillota
UniRef100_H3KBX1	nan	1-183	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C104	1	UniRef100_H3KBX1	229	Proteobacteria	Proteobacteria
UniRef100_H3KBX1	nan	184-200	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C104	1	UniRef100_H3KBX1	229	Proteobacteria	Proteobacteria
UniRef100_H3KBX1	nan	201-204	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C104	1	UniRef100_H3KBX1	229	Proteobacteria	Proteobacteria
UniRef100_H3KBX1	nan	205-223	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C104	1	UniRef100_H3KBX1	229	Proteobacteria	Proteobacteria
UniRef100_H3KBX1	nan	224-229	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C104	1	UniRef100_H3KBX1	229	Proteobacteria	Proteobacteria
UniRef100_A0A651FB57	nan	1-90	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	139	Proteobacteria	Proteobacteria
UniRef100_A0A651FB57	nan	91-109	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	139	Proteobacteria	Proteobacteria
UniRef100_A0A651FB57	nan	110-113	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	139	Proteobacteria	Proteobacteria
UniRef100_A0A651FB57	nan	114-132	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	139	Proteobacteria	Proteobacteria
UniRef100_A0A651FB57	nan	133-139	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	139	Proteobacteria	Proteobacteria
UniRef100_A0A7C9N8K1	nan	1-91	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C688	5	UniRef100_A0A0M2V0M3	91	Other	Thermodesulfobacteria
UniRef100_A0A329EI42	nan	1-104	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C675	23	UniRef100_W1SB97	104	Bacillota	Bacillota
UniRef100_A0A0U1NTS6	nan	1-179	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C521	20	UniRef100_A0A366XQZ5	179	Bacillota	Bacillota
UniRef100_C6JML8	nan	1-164	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	164	Fusobacteria	Fusobacteria
UniRef100_H3K4P7	nan	1-207	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C586	24	UniRef100_C9KNI5	207	Bacillota	Bacillota
UniRef100_A0A7Y3EY69	nan	1-276	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C233	39	UniRef100_U2SKL7	276	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	1-193	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	194-211	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	212-218	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	219-241	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	242-252	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	253-271	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	272-278	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	279-295	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	296-430	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	431-451	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	452-454	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	455-475	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	476-770	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	771-790	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	791-792	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	793-811	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1Y3A2N4	nan	812-816	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	816	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	1-132	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	133-158	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	159-161	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	162-180	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	181-320	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	321-341	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	342-353	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	354-372	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	373-773	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	774-795	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	796-802	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	803-823	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	824-844	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	845-865	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	866-878	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	879-899	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	900-913	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6C8	nan	914-934	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C42	10	UniRef100_A0A1M3N6C8	985	Proteobacteria	Proteobacteria
